Skill,Relevant_Coursework,Model_Estimated_ability,Course_Level,Course_Num,Course_IDNum
Computer-based Transducers,"Computer Science  359 Computing Machinery II  An introduction to hardware and microprocessor design, including the connection between gate-level digital logic circuits and sequential machines that can execute an algorithm and perform input and output.  ",0.18000059859752657,3.0,359.0,CPSC 359
Mechanical and Control Systems,"Computer Science  359 Computing Machinery II  An introduction to hardware and microprocessor design, including the connection between gate-level digital logic circuits and sequential machines that can execute an algorithm and perform input and output.  ",0.16376100285053255,3.0,359.0,CPSC 359
Computer Science,"Computer Science  359 Computing Machinery II  An introduction to hardware and microprocessor design, including the connection between gate-level digital logic circuits and sequential machines that can execute an algorithm and perform input and output.  ",0.08709991855621338,3.0,359.0,CPSC 359
Process and Projects Documentation,"Computer Science 355 Computing Machinery I  An introduction to computing machinery establishing the connection between programs expressed in a compiled language, an assembly language, and machine code, and how such code is executed. Includes the detailed study of a modern CPU architecture, its assembly language and internal data representation, and the relationship between high-level program constructs and machine operations.  ",0.2007543945789337,3.0,355.0,CPSC 355
Computer-Aided Design,"Computer Science 355 Computing Machinery I  An introduction to computing machinery establishing the connection between programs expressed in a compiled language, an assembly language, and machine code, and how such code is executed. Includes the detailed study of a modern CPU architecture, its assembly language and internal data representation, and the relationship between high-level program constructs and machine operations.  ",0.193296511054039,3.0,355.0,CPSC 355
Process and Procedure Development,"Computer Science 355 Computing Machinery I  An introduction to computing machinery establishing the connection between programs expressed in a compiled language, an assembly language, and machine code, and how such code is executed. Includes the detailed study of a modern CPU architecture, its assembly language and internal data representation, and the relationship between high-level program constructs and machine operations.  ",0.18260258946418761,3.0,355.0,CPSC 355
Test Planning and Field Operations,"Computer Science 355 Computing Machinery I  An introduction to computing machinery establishing the connection between programs expressed in a compiled language, an assembly language, and machine code, and how such code is executed. Includes the detailed study of a modern CPU architecture, its assembly language and internal data representation, and the relationship between high-level program constructs and machine operations.  ",0.18200981457233428,3.0,355.0,CPSC 355
Computer Science,"Computer Science 355 Computing Machinery I  An introduction to computing machinery establishing the connection between programs expressed in a compiled language, an assembly language, and machine code, and how such code is executed. Includes the detailed study of a modern CPU architecture, its assembly language and internal data representation, and the relationship between high-level program constructs and machine operations.  ",0.08709991855621338,3.0,355.0,CPSC 355
Computer Systems Analysis,"Computer Science 351 Theoretical Foundations of Computer Science II Probability spaces, random variables, expectation, independence, concentration bounds, conditional probability, repeated trials, error bounds. Turing machines and finite automata. Deterministic, nondeterministic and probabilistic models of computation. Languages, regular languages and regular expressions. Methods for classifying computational problems as decidable or undecidable.  ",0.26478359444141386,3.0,351.0,CPSC 351
System Characterization and Test,"Computer Science 351 Theoretical Foundations of Computer Science II Probability spaces, random variables, expectation, independence, concentration bounds, conditional probability, repeated trials, error bounds. Turing machines and finite automata. Deterministic, nondeterministic and probabilistic models of computation. Languages, regular languages and regular expressions. Methods for classifying computational problems as decidable or undecidable.  ",0.2603181756258011,3.0,351.0,CPSC 351
Computer Theory,"Computer Science 351 Theoretical Foundations of Computer Science II Probability spaces, random variables, expectation, independence, concentration bounds, conditional probability, repeated trials, error bounds. Turing machines and finite automata. Deterministic, nondeterministic and probabilistic models of computation. Languages, regular languages and regular expressions. Methods for classifying computational problems as decidable or undecidable.  ",0.2384934133529663,3.0,351.0,CPSC 351
Computer-Aided Design,"Computer Science 351 Theoretical Foundations of Computer Science II Probability spaces, random variables, expectation, independence, concentration bounds, conditional probability, repeated trials, error bounds. Turing machines and finite automata. Deterministic, nondeterministic and probabilistic models of computation. Languages, regular languages and regular expressions. Methods for classifying computational problems as decidable or undecidable.  ",0.193296511054039,3.0,351.0,CPSC 351
Computer Science,"Computer Science 351 Theoretical Foundations of Computer Science II Probability spaces, random variables, expectation, independence, concentration bounds, conditional probability, repeated trials, error bounds. Turing machines and finite automata. Deterministic, nondeterministic and probabilistic models of computation. Languages, regular languages and regular expressions. Methods for classifying computational problems as decidable or undecidable.  ",0.08709991855621338,3.0,351.0,CPSC 351
Space Systems and Electronics,"Computer Science 335 Intermediate Information Structures  A continuation of Computer Science 319 or 331. Collision resolution in hash tables, search algorithms, advanced tree structures, strings. Advanced algorithmic tools for the storing and manipulation of information.  ",0.22364150156974794,3.0,335.0,CPSC 335
Data Collection and Analysis,"Computer Science 335 Intermediate Information Structures  A continuation of Computer Science 319 or 331. Collision resolution in hash tables, search algorithms, advanced tree structures, strings. Advanced algorithmic tools for the storing and manipulation of information.  ",0.20858934679031374,3.0,335.0,CPSC 335
Test Planning and Field Operations,"Computer Science 335 Intermediate Information Structures  A continuation of Computer Science 319 or 331. Collision resolution in hash tables, search algorithms, advanced tree structures, strings. Advanced algorithmic tools for the storing and manipulation of information.  ",0.2068891168832779,3.0,335.0,CPSC 335
Computer-Aided Design,"Computer Science 335 Intermediate Information Structures  A continuation of Computer Science 319 or 331. Collision resolution in hash tables, search algorithms, advanced tree structures, strings. Advanced algorithmic tools for the storing and manipulation of information.  ",0.193296511054039,3.0,335.0,CPSC 335
Computer Science,"Computer Science 335 Intermediate Information Structures  A continuation of Computer Science 319 or 331. Collision resolution in hash tables, search algorithms, advanced tree structures, strings. Advanced algorithmic tools for the storing and manipulation of information.  ",0.08709991855621338,3.0,335.0,CPSC 335
System Characterization and Test,"Computer Science 331 Data Structures, Algorithms, and Their Analysis  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to the correctness and analysis of algorithms. For computer science majors and those interested in algorithm design and analysis, information security, and other mathematically-intensive areas.  ",0.21869527707099914,3.0,331.0,CPSC 331
Test Planning and Field Operations,"Computer Science 331 Data Structures, Algorithms, and Their Analysis  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to the correctness and analysis of algorithms. For computer science majors and those interested in algorithm design and analysis, information security, and other mathematically-intensive areas.  ",0.19338901219367982,3.0,331.0,CPSC 331
Computer-Aided Design,"Computer Science 331 Data Structures, Algorithms, and Their Analysis  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to the correctness and analysis of algorithms. For computer science majors and those interested in algorithm design and analysis, information security, and other mathematically-intensive areas.  ",0.193296511054039,3.0,331.0,CPSC 331
Data Collection and Analysis,"Computer Science 331 Data Structures, Algorithms, and Their Analysis  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to the correctness and analysis of algorithms. For computer science majors and those interested in algorithm design and analysis, information security, and other mathematically-intensive areas.  ",0.17305561525821686,3.0,331.0,CPSC 331
Computer Science,"Computer Science 331 Data Structures, Algorithms, and Their Analysis  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to the correctness and analysis of algorithms. For computer science majors and those interested in algorithm design and analysis, information security, and other mathematically-intensive areas.  ",0.08709991855621338,3.0,331.0,CPSC 331
Ethics/Values in Science and,"Computer Science  329 Explorations in Information Security and Privacy  A broad survey of topics in information security and privacy, with the purpose of cultivating an appropriate mindset for approaching security and privacy issues. Topics will be motivated by recreational puzzles. Legal and ethical considerations will be introduced as necessary.  ",0.20742365443706512,3.0,329.0,CPSC 329
Research and Development,"Computer Science  329 Explorations in Information Security and Privacy  A broad survey of topics in information security and privacy, with the purpose of cultivating an appropriate mindset for approaching security and privacy issues. Topics will be motivated by recreational puzzles. Legal and ethical considerations will be introduced as necessary.  ",0.20040814106464386,3.0,329.0,CPSC 329
Computer-Aided Design,"Computer Science  329 Explorations in Information Security and Privacy  A broad survey of topics in information security and privacy, with the purpose of cultivating an appropriate mindset for approaching security and privacy issues. Topics will be motivated by recreational puzzles. Legal and ethical considerations will be introduced as necessary.  ",0.193296511054039,3.0,329.0,CPSC 329
Test Planning and Field Operations,"Computer Science  329 Explorations in Information Security and Privacy  A broad survey of topics in information security and privacy, with the purpose of cultivating an appropriate mindset for approaching security and privacy issues. Topics will be motivated by recreational puzzles. Legal and ethical considerations will be introduced as necessary.  ",0.1887472682952881,3.0,329.0,CPSC 329
Computer Science,"Computer Science  329 Explorations in Information Security and Privacy  A broad survey of topics in information security and privacy, with the purpose of cultivating an appropriate mindset for approaching security and privacy issues. Topics will be motivated by recreational puzzles. Legal and ethical considerations will be introduced as necessary.  ",0.08709991855621338,3.0,329.0,CPSC 329
Space Systems and Electronics,"Computer Science  319 Data Structures, Algorithms, and Their Applications  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to analysis of algorithms. Applications of these data structures and algorithms. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.21811073439121248,3.0,319.0,CPSC 319
Test Planning and Field Operations,"Computer Science  319 Data Structures, Algorithms, and Their Applications  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to analysis of algorithms. Applications of these data structures and algorithms. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.19856662859916688,3.0,319.0,CPSC 319
Computer-Aided Design,"Computer Science  319 Data Structures, Algorithms, and Their Applications  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to analysis of algorithms. Applications of these data structures and algorithms. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.193296511054039,3.0,319.0,CPSC 319
Data Collection and Analysis,"Computer Science  319 Data Structures, Algorithms, and Their Applications  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to analysis of algorithms. Applications of these data structures and algorithms. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.1764890039205551,3.0,319.0,CPSC 319
Computer Science,"Computer Science  319 Data Structures, Algorithms, and Their Applications  Fundamental data structures, including arrays, lists, stacks, queues, trees, hash tables, and graphs. Algorithms for searching and sorting. Introduction to analysis of algorithms. Applications of these data structures and algorithms. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.08709991855621338,3.0,319.0,CPSC 319
Process and Procedure Development,"Computer Science 313 Introduction to Computability  An introduction to abstract models of sequential computation, including finite automata, regular expressions, context-free grammars, and Turing machines. Formal languages, including regular, context-free, and recursive languages, methods for classifying languages according to these types, and relationships among these classes.  ",0.25496940708160404,3.0,313.0,CPSC 313
Test Planning and Field Operations,"Computer Science 313 Introduction to Computability  An introduction to abstract models of sequential computation, including finite automata, regular expressions, context-free grammars, and Turing machines. Formal languages, including regular, context-free, and recursive languages, methods for classifying languages according to these types, and relationships among these classes.  ",0.25284466202259065,3.0,313.0,CPSC 313
Ethics/Values in Science and,"Computer Science 313 Introduction to Computability  An introduction to abstract models of sequential computation, including finite automata, regular expressions, context-free grammars, and Turing machines. Formal languages, including regular, context-free, and recursive languages, methods for classifying languages according to these types, and relationships among these classes.  ",0.24231210291385652,3.0,313.0,CPSC 313
Computer-Aided Design,"Computer Science 313 Introduction to Computability  An introduction to abstract models of sequential computation, including finite automata, regular expressions, context-free grammars, and Turing machines. Formal languages, including regular, context-free, and recursive languages, methods for classifying languages according to these types, and relationships among these classes.  ",0.193296511054039,3.0,313.0,CPSC 313
Computer Science,"Computer Science 313 Introduction to Computability  An introduction to abstract models of sequential computation, including finite automata, regular expressions, context-free grammars, and Turing machines. Formal languages, including regular, context-free, and recursive languages, methods for classifying languages according to these types, and relationships among these classes.  ",0.08709991855621338,3.0,313.0,CPSC 313
Data Collection and Analysis,"Computer Science 304 A Survey of Computer Science for Non-Majors  An accessible exploration of different computing topics. Emphasizing a familiarity with a broad array of subjects within computer science rather than depth. Topics may include computing hardware, data representation, data compression, computer graphics, sorting algorithms, artificial intelligence techniques, databases, networks and security and privacy.  ",0.19962719337940216,3.0,304.0,CPSC 304
Computer-Aided Design,"Computer Science 304 A Survey of Computer Science for Non-Majors  An accessible exploration of different computing topics. Emphasizing a familiarity with a broad array of subjects within computer science rather than depth. Topics may include computing hardware, data representation, data compression, computer graphics, sorting algorithms, artificial intelligence techniques, databases, networks and security and privacy.  ",0.193296511054039,3.0,304.0,CPSC 304
Space Systems and Electronics,"Computer Science 304 A Survey of Computer Science for Non-Majors  An accessible exploration of different computing topics. Emphasizing a familiarity with a broad array of subjects within computer science rather than depth. Topics may include computing hardware, data representation, data compression, computer graphics, sorting algorithms, artificial intelligence techniques, databases, networks and security and privacy.  ",0.19222220737934112,3.0,304.0,CPSC 304
Computer Systems Analysis,"Computer Science 304 A Survey of Computer Science for Non-Majors  An accessible exploration of different computing topics. Emphasizing a familiarity with a broad array of subjects within computer science rather than depth. Topics may include computing hardware, data representation, data compression, computer graphics, sorting algorithms, artificial intelligence techniques, databases, networks and security and privacy.  ",0.18848050012588502,3.0,304.0,CPSC 304
Computer Science,"Computer Science 304 A Survey of Computer Science for Non-Majors  An accessible exploration of different computing topics. Emphasizing a familiarity with a broad array of subjects within computer science rather than depth. Topics may include computing hardware, data representation, data compression, computer graphics, sorting algorithms, artificial intelligence techniques, databases, networks and security and privacy.  ",0.08709991855621338,3.0,304.0,CPSC 304
Test Planning and Field Operations,"Computer Science 251 Theoretical Foundations of Computer Science I Proof techniques. Recursion and iteration. Specification of algorithmic problems, proofs of correctness, and bounds on their computational complexity. Discrete structures such as graphs, trees, strings, functions, and their computer representation. Counting, permutations, discrete probability spaces, random events. Applications in Computer Science.  ",0.1957053616523743,2.0,251.0,CPSC 251
Space Systems and Electronics,"Computer Science 251 Theoretical Foundations of Computer Science I Proof techniques. Recursion and iteration. Specification of algorithmic problems, proofs of correctness, and bounds on their computational complexity. Discrete structures such as graphs, trees, strings, functions, and their computer representation. Counting, permutations, discrete probability spaces, random events. Applications in Computer Science.  ",0.19262342386841774,2.0,251.0,CPSC 251
Computer Theory,"Computer Science 251 Theoretical Foundations of Computer Science I Proof techniques. Recursion and iteration. Specification of algorithmic problems, proofs of correctness, and bounds on their computational complexity. Discrete structures such as graphs, trees, strings, functions, and their computer representation. Counting, permutations, discrete probability spaces, random events. Applications in Computer Science.  ",0.1866705700457096,2.0,251.0,CPSC 251
Computer-Aided Design,"Computer Science 251 Theoretical Foundations of Computer Science I Proof techniques. Recursion and iteration. Specification of algorithmic problems, proofs of correctness, and bounds on their computational complexity. Discrete structures such as graphs, trees, strings, functions, and their computer representation. Counting, permutations, discrete probability spaces, random events. Applications in Computer Science.  ",0.1656856828033924,2.0,251.0,CPSC 251
Computer Science,"Computer Science 251 Theoretical Foundations of Computer Science I Proof techniques. Recursion and iteration. Specification of algorithmic problems, proofs of correctness, and bounds on their computational complexity. Discrete structures such as graphs, trees, strings, functions, and their computer representation. Counting, permutations, discrete probability spaces, random events. Applications in Computer Science.  ",0.07465840640068054,2.0,251.0,CPSC 251
Computer-Aided Design,"Computer Science 235 Advanced Introduction to Computer Science  An accelerated introduction to problem solving, the analysis and design of small-scale computational systems and implementation using both procedural and object oriented programming languages. Issues of design, modularization, and programming style will be emphasized.  ",0.1656856828033924,2.0,235.0,CPSC 235
Research and Development,"Computer Science 235 Advanced Introduction to Computer Science  An accelerated introduction to problem solving, the analysis and design of small-scale computational systems and implementation using both procedural and object oriented programming languages. Issues of design, modularization, and programming style will be emphasized.  ",0.1533965983271599,2.0,235.0,CPSC 235
Test Planning and Field Operations,"Computer Science 235 Advanced Introduction to Computer Science  An accelerated introduction to problem solving, the analysis and design of small-scale computational systems and implementation using both procedural and object oriented programming languages. Issues of design, modularization, and programming style will be emphasized.  ",0.1512172481298447,2.0,235.0,CPSC 235
Process and Procedure Development,"Computer Science 235 Advanced Introduction to Computer Science  An accelerated introduction to problem solving, the analysis and design of small-scale computational systems and implementation using both procedural and object oriented programming languages. Issues of design, modularization, and programming style will be emphasized.  ",0.14756012590527537,2.0,235.0,CPSC 235
Computer Science,"Computer Science 235 Advanced Introduction to Computer Science  An accelerated introduction to problem solving, the analysis and design of small-scale computational systems and implementation using both procedural and object oriented programming languages. Issues of design, modularization, and programming style will be emphasized.  ",0.07465840640068054,2.0,235.0,CPSC 235
Computer-Aided Design,"Computer Science 233 Introduction to Computer Science for Computer Science Majors II  Continuation of Introduction to Computer Science for Computer Science Majors I. Emphasis on object-oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization, and programming style will be emphasized.  ",0.1656856828033924,2.0,233.0,CPSC 233
Research and Development,"Computer Science 233 Introduction to Computer Science for Computer Science Majors II  Continuation of Introduction to Computer Science for Computer Science Majors I. Emphasis on object-oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization, and programming style will be emphasized.  ",0.15820890488624573,2.0,233.0,CPSC 233
Computer Science,"Computer Science 233 Introduction to Computer Science for Computer Science Majors II  Continuation of Introduction to Computer Science for Computer Science Majors I. Emphasis on object-oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization, and programming style will be emphasized.  ",0.15393321146368982,2.0,233.0,CPSC 233
Computer-Aided Design,"Computer Science 231 Introduction to Computer Science for Computer Science Majors I  Introduction to problem solving, the analysis and design of small-scale computational systems, and implementation using a procedural programming language. For computer science majors.  ",0.1656856828033924,2.0,231.0,CPSC 231
Computer Theory,"Computer Science 231 Introduction to Computer Science for Computer Science Majors I  Introduction to problem solving, the analysis and design of small-scale computational systems, and implementation using a procedural programming language. For computer science majors.  ",0.14806565314531328,2.0,231.0,CPSC 231
Computer Science,"Computer Science 231 Introduction to Computer Science for Computer Science Majors I  Introduction to problem solving, the analysis and design of small-scale computational systems, and implementation using a procedural programming language. For computer science majors.  ",0.13006944599747658,2.0,231.0,CPSC 231
Computer-Aided Design,"Computer Science 219 Introduction to Computer Science for Multidisciplinary Studies II  Continuation of Introduction to Computer Science for Multidisciplinary Studies I. Emphasis on object oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization and programming style will be emphasized.  ",0.1656856828033924,2.0,219.0,CPSC 219
Process and Procedure Development,"Computer Science 219 Introduction to Computer Science for Multidisciplinary Studies II  Continuation of Introduction to Computer Science for Multidisciplinary Studies I. Emphasis on object oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization and programming style will be emphasized.  ",0.15780688605308535,2.0,219.0,CPSC 219
Test Planning and Field Operations,"Computer Science 219 Introduction to Computer Science for Multidisciplinary Studies II  Continuation of Introduction to Computer Science for Multidisciplinary Studies I. Emphasis on object oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization and programming style will be emphasized.  ",0.1552311429977417,2.0,219.0,CPSC 219
Research and Development,"Computer Science 219 Introduction to Computer Science for Multidisciplinary Studies II  Continuation of Introduction to Computer Science for Multidisciplinary Studies I. Emphasis on object oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization and programming style will be emphasized.  ",0.13132012887597086,2.0,219.0,CPSC 219
Computer Science,"Computer Science 219 Introduction to Computer Science for Multidisciplinary Studies II  Continuation of Introduction to Computer Science for Multidisciplinary Studies I. Emphasis on object oriented analysis and design of small-scale computational systems and implementation using an object oriented language. Issues of design, modularization and programming style will be emphasized.  ",0.07465840640068054,2.0,219.0,CPSC 219
Computer-Aided Design,"Computer Science 217 Introduction to Computer Science for Multidisciplinary Studies I  Introduction to problem solving, analysis and design of small-scale computational systems and implementation using a procedural programming language. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.1656856828033924,2.0,217.0,CPSC 217
Ethics/Values in Science and,"Computer Science 217 Introduction to Computer Science for Multidisciplinary Studies I  Introduction to problem solving, analysis and design of small-scale computational systems and implementation using a procedural programming language. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.16079856984615326,2.0,217.0,CPSC 217
Test Planning and Field Operations,"Computer Science 217 Introduction to Computer Science for Multidisciplinary Studies I  Introduction to problem solving, analysis and design of small-scale computational systems and implementation using a procedural programming language. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.15509063665270806,2.0,217.0,CPSC 217
Research and Development,"Computer Science 217 Introduction to Computer Science for Multidisciplinary Studies I  Introduction to problem solving, analysis and design of small-scale computational systems and implementation using a procedural programming language. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.13001032558083536,2.0,217.0,CPSC 217
Computer Science,"Computer Science 217 Introduction to Computer Science for Multidisciplinary Studies I  Introduction to problem solving, analysis and design of small-scale computational systems and implementation using a procedural programming language. For students wishing to combine studies in computer science with studies in other disciplines.  ",0.07465840640068054,2.0,217.0,CPSC 217
Integrated Solutions and Services,"Computer Science 203 Introduction to Problem Solving using Application Software  Introduction to computer fundamentals; contemporary topics, such as security and privacy, and the Internet and World Wide Web. Problem solving, analysis and design using application software such as spreadsheets and word processors.  ",0.1703319277405739,2.0,203.0,CPSC 203
Test Planning and Field Operations,"Computer Science 203 Introduction to Problem Solving using Application Software  Introduction to computer fundamentals; contemporary topics, such as security and privacy, and the Internet and World Wide Web. Problem solving, analysis and design using application software such as spreadsheets and word processors.  ",0.16892791320085526,2.0,203.0,CPSC 203
Computer Systems Analysis,"Computer Science 203 Introduction to Problem Solving using Application Software  Introduction to computer fundamentals; contemporary topics, such as security and privacy, and the Internet and World Wide Web. Problem solving, analysis and design using application software such as spreadsheets and word processors.  ",0.16681407223939898,2.0,203.0,CPSC 203
Computer-Aided Design,"Computer Science 203 Introduction to Problem Solving using Application Software  Introduction to computer fundamentals; contemporary topics, such as security and privacy, and the Internet and World Wide Web. Problem solving, analysis and design using application software such as spreadsheets and word processors.  ",0.1656856828033924,2.0,203.0,CPSC 203
Computer Science,"Computer Science 203 Introduction to Problem Solving using Application Software  Introduction to computer fundamentals; contemporary topics, such as security and privacy, and the Internet and World Wide Web. Problem solving, analysis and design using application software such as spreadsheets and word processors.  ",0.07465840640068054,2.0,203.0,CPSC 203
Financial,Accounting 559 Selected Topics in Accounting  Investigation of selected topics in Accounting.  ,0.3860932722687721,5.0,559.0,ACCT 559
Financial Reporting,Accounting 559 Selected Topics in Accounting  Investigation of selected topics in Accounting.  ,0.3480031699180603,5.0,559.0,ACCT 559
Ethics/Values in Science and,Accounting 559 Selected Topics in Accounting  Investigation of selected topics in Accounting.  ,0.32954749851226806,5.0,559.0,ACCT 559
Accounting,Accounting 559 Selected Topics in Accounting  Investigation of selected topics in Accounting.  ,0.31470319505929945,5.0,559.0,ACCT 559
Test Planning and Field Operations,Accounting 559 Selected Topics in Accounting  Investigation of selected topics in Accounting.  ,0.30029819997549057,5.0,559.0,ACCT 559
Financial,Accounting 465 Managerial Control Systems  Case approach to Management Control Systems explaining the use of accounting data from a managerial perspective. Emphasis is placed on how managers use planning and control to accomplish a firm's strategies.  ,0.3431975953280926,4.0,465.0,ACCT 465
Financial Reporting,Accounting 465 Managerial Control Systems  Case approach to Management Control Systems explaining the use of accounting data from a managerial perspective. Emphasis is placed on how managers use planning and control to accomplish a firm's strategies.  ,0.30933937382698057,4.0,465.0,ACCT 465
Management Process,Accounting 465 Managerial Control Systems  Case approach to Management Control Systems explaining the use of accounting data from a managerial perspective. Emphasis is placed on how managers use planning and control to accomplish a firm's strategies.  ,0.21030572712421416,4.0,465.0,ACCT 465
Process and Procedure Development,Accounting 465 Managerial Control Systems  Case approach to Management Control Systems explaining the use of accounting data from a managerial perspective. Emphasis is placed on how managers use planning and control to accomplish a firm's strategies.  ,0.20648730325698852,4.0,465.0,ACCT 465
Test Planning and Field Operations,Accounting 465 Managerial Control Systems  Case approach to Management Control Systems explaining the use of accounting data from a managerial perspective. Emphasis is placed on how managers use planning and control to accomplish a firm's strategies.  ,0.16098698276281356,4.0,465.0,ACCT 465
Financial,"Accounting 445 Accounting Theory  Examines the origins of financial accounting and current theories on the use of financial accounting information by investors, regulators, standard setters, and other corporate stakeholders.  ",0.3431975953280926,4.0,445.0,ACCT 445
Financial Reporting,"Accounting 445 Accounting Theory  Examines the origins of financial accounting and current theories on the use of financial accounting information by investors, regulators, standard setters, and other corporate stakeholders.  ",0.30933937382698057,4.0,445.0,ACCT 445
Research and Development,"Accounting 445 Accounting Theory  Examines the origins of financial accounting and current theories on the use of financial accounting information by investors, regulators, standard setters, and other corporate stakeholders.  ",0.2498970513045788,4.0,445.0,ACCT 445
Test Planning and Field Operations,"Accounting 445 Accounting Theory  Examines the origins of financial accounting and current theories on the use of financial accounting information by investors, regulators, standard setters, and other corporate stakeholders.  ",0.23706577911973,4.0,445.0,ACCT 445
Financial,"Accounting 443 Advanced Financial Accounting  Topics include accounting for business combinations and intercorporate investments, foreign currency transactions and translation, bankruptcy, partnerships, and not-for-profit organizations.  ",0.3431975953280926,4.0,443.0,ACCT 443
Financial Reporting,"Accounting 443 Advanced Financial Accounting  Topics include accounting for business combinations and intercorporate investments, foreign currency transactions and translation, bankruptcy, partnerships, and not-for-profit organizations.  ",0.30933937382698057,4.0,443.0,ACCT 443
Financial Statements,"Accounting 443 Advanced Financial Accounting  Topics include accounting for business combinations and intercorporate investments, foreign currency transactions and translation, bankruptcy, partnerships, and not-for-profit organizations.  ",0.2784931480586529,4.0,443.0,ACCT 443
Financial,"Accounting 425 Auditing  A conceptual study of audit evidence, basic audit techniques, professional ethics, audit reports.  ",0.3431975953280926,4.0,425.0,ACCT 425
Financial Reporting,"Accounting 425 Auditing  A conceptual study of audit evidence, basic audit techniques, professional ethics, audit reports.  ",0.30933937382698057,4.0,425.0,ACCT 425
Process and Procedure Development,"Accounting 425 Auditing  A conceptual study of audit evidence, basic audit techniques, professional ethics, audit reports.  ",0.263793919801712,4.0,425.0,ACCT 425
Process and Projects Documentation,"Accounting 425 Auditing  A conceptual study of audit evidence, basic audit techniques, professional ethics, audit reports.  ",0.25851126247644424,4.0,425.0,ACCT 425
Test Planning and Field Operations,"Accounting 425 Auditing  A conceptual study of audit evidence, basic audit techniques, professional ethics, audit reports.  ",0.24166208893060684,4.0,425.0,ACCT 425
Financial,"Accounting 423 Advanced Taxation  Focuses on tax planning. Extends the material covered in the introductory tax course with an examination of specialized topics in personal and corporate income tax. Topics include detailed review of taxation of corporations, income trusts, partnerships, business reorganization, amalgamations, winding-up of businesses, sale of an incorporated business, tax consequences of leaving Canada and death of a taxpayer.  ",0.3431975953280926,4.0,423.0,ACCT 423
Financial Reporting,"Accounting 423 Advanced Taxation  Focuses on tax planning. Extends the material covered in the introductory tax course with an examination of specialized topics in personal and corporate income tax. Topics include detailed review of taxation of corporations, income trusts, partnerships, business reorganization, amalgamations, winding-up of businesses, sale of an incorporated business, tax consequences of leaving Canada and death of a taxpayer.  ",0.30933937382698057,4.0,423.0,ACCT 423
Process and Procedure Development,"Accounting 423 Advanced Taxation  Focuses on tax planning. Extends the material covered in the introductory tax course with an examination of specialized topics in personal and corporate income tax. Topics include detailed review of taxation of corporations, income trusts, partnerships, business reorganization, amalgamations, winding-up of businesses, sale of an incorporated business, tax consequences of leaving Canada and death of a taxpayer.  ",0.26626825439929963,4.0,423.0,ACCT 423
Test Planning and Field Operations,"Accounting 423 Advanced Taxation  Focuses on tax planning. Extends the material covered in the introductory tax course with an examination of specialized topics in personal and corporate income tax. Topics include detailed review of taxation of corporations, income trusts, partnerships, business reorganization, amalgamations, winding-up of businesses, sale of an incorporated business, tax consequences of leaving Canada and death of a taxpayer.  ",0.2525024638473988,4.0,423.0,ACCT 423
Bid and Cost Plus Work,"Accounting 423 Advanced Taxation  Focuses on tax planning. Extends the material covered in the introductory tax course with an examination of specialized topics in personal and corporate income tax. Topics include detailed review of taxation of corporations, income trusts, partnerships, business reorganization, amalgamations, winding-up of businesses, sale of an incorporated business, tax consequences of leaving Canada and death of a taxpayer.  ",0.23764584034681321,4.0,423.0,ACCT 423
Financial,"Accounting 421 Taxation  Taxation levied on profits, sales, property and estates and its impact upon management decisions. Consideration will be given to the biases and shifts implicit in any system of taxation.  ",0.3431975953280926,4.0,421.0,ACCT 421
